Name,Description,Reason,Proof,How to Boycott,Alternatives
Marc Jacobs,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Marc Jacobs's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Marc Jacobs products. Don't sell Marc Jacobs products. Don't work for Marc Jacobs or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.
Marks and Spencer / M&S,"British multinational retailer that specialises in selling clothing, beauty products, home products and food products.","Marks & Spencer has been a pro zionist entity since its inception, with various members of its management openly declaring support for the zionist state. For over 100 years, they have been the biggest commercial conduit between Israel and the UK. More recently however, they have publicly distanced themselves from having 'political' ties and aims. And since the last statements in support of Israel were around the year 2000, it is difficult to tell how much their leadership supports Israel.",https://www.ihrc.org.uk/briefing-a-brief-chronology-of-the-marks-spencer-israel-relationship/,Don't shop at M&S. Don't work for M&S.,Asda. Co-op.
Maybelline,"Beauty brand, owned by L'Oreal.","Maybelline is a brand owned by L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Maybelline products. Don't sell Maybelline products. Don't work for L'Oreal Groupe.,Lush cosmetics. Huda beauty.
MBDA,MBDA is a weapons manufacturer with operations in the UK.,"Israel Aerospace Industries (IAI) is working with the German arm of MBDA and signed a cooperation agreement for the production, integration, sales, and marketing of IAI's loitering ammunition systems in Germany",https://www.israeldefense.co.il/en/node/58894,Don't work for MBDA.,Work for an engineering company which does not make or sell weapons for israel.
McDonalds,International fast food chain,McDonalds Israel supports IDF by providing free food and drinks to Israeli militants. See tweet (click translate) for reference.,https://twitter.com/McDonaldsIL/status/1715047104895230153,Dont eat at McDonald's. Don't work for McDonald's.,Local family owned restaurants.
Mercedes Benz,German car manufacturer,"Mercedes Benz opened a tech hub in Tel Aviv to develop connected cars technology, when it could have opened such a hub in any city in the world.",https://www.timesofisrael.com/mercedes-benz-opens-tech-hub-in-tel-aviv-to-secure-lead-in-connected-cars/,Don't buy cars from Mercedes Benz. Don't work for Mercedes Benz.,
Milkybar,Cheerios is a breakfast cereal owned by Nestle.,"The owner of the Cheerios brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Cheerios products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand alternatives, eg. Aldi, Lidl, Asda."
Monday.com,Project management software based in Tel Aviv,Monday.com is an Israeli start up operating out of Occupied Palestine.,https://investorplace.com/2021/06/mndy-stock-ipo-what-to-know-as-monday-com-starts-trading-today/,"Dont use Monday.com software. If you work in procurement, find an alternative software.",Jira.
Mondelez,International snack company with 100s of brands,Mondelez invests in Israeli start ups in Occupied Palestine.,https://ir.mondelezinternational.com/news-releases/news-release-details/mondelez-international-snackfutures-makes-seed-investment,Don't buy Mondelez products. Don't sell Mondelez products. Don't work for Mondelez.,"Supermarket own brand products. Eg. Aldi, Lidl."
Monster Energy,Soft drink brand owned by the Coca Cola company.,"Coca-Cola Company which is the largest shareholder of Monster Energy, operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,Dont buy Monster Energy drinks. Don't sell Monster Energy drinks. Don't work for the Coca-Cola Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Barr Drinks (owner of Irn Bru)."
Moovit,Moovit is an Israel-based mobility as a service provider and journey planner app.,"Founder, Uri Levine, is a zionist who is also ex-IDF (also founded waze).",https://twitter.com/UriLevine1,Don't use Moovit to plan your journeys. Don't work for Moovit.,
MoroccanOil,"An israeli haircare brand owned by Israeli, Carmen Tal.","Moroccan Oil obscures its manufacturing and origins. It poses as a moroccan brand, however its products are all manufactured in Isreal. ",https://electronicintifada.net/blogs/sarah-irving/moroccanoil-israeli-hair-products-glamorize-apartheid,Don't buy MoroccanOil products. Don't sell MoroccanOil products. Don't work for MoroccanOil.,Any other argan oil brand which has no involvement with israel.
Motorola,Communications and electronics manufacturer and operator.,The IDF uses motorola as a main supplier for its communication equipment which enables them to effectively control the occupied Palestinians. They also manufacture the bomb fuses used in IDF bombs.,http://www.inminds.co.uk/boycott-motorola.php,Don't buy Motorola devices. Don't sell Motorola devices. Don't work for Motorola.,
Mountain Dew,Soft drink brand owned by PepsiCo,"The owner of Mountain Dew, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Mountain Dew products. Don't sell Mountain Dew products. Don't work for the PepsiCo Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Barr Drinks (owner of Irn Bru)."
Movenpick,Movenpick is an ice cream brand owned by Nestle.,"The owner of the Movenpick brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Movenpick products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl."
Mugler Beauty,Partnership between fashion house Mugler and L'Oreal to produce their beauty range.,"Mugler Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Mugler Beauty products. Don't sell Mugler Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.
Naked Juice,Juice brand owned by PepsiCo,"The owner of Naked Juice, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Naked Juice products. Don't sell Naked Juice products. Don't work for the PepsiCo Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl."
Nescafe,Nescafe is a coffee brand owned by Nestle.,"The owner of the Nescafe brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Nescafe products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,Caffe Nero.
Nespresso,Nespresso is a coffee brand owned by Nestle.,"The owner of the Nespresso brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Nespresso products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,Caffe Nero.
Nesquik,Nesquik is a breakfast cereal owned by Nestle.,"The owner of the Nesquik brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Nesquik products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl."
Nestle,Nestle is the largest public food company in the world.,Osem is an israeli food manufacturer which operates in Occupied Palestine. Nestle owns a controlling stake in Osem.,https://en.wikipedia.org/wiki/Osem_(company),Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra Salads and others which can be found via the wikipedia page in the source.,"Supermarket own brand options. For water, look for Saka or non-Nestle/Coca-Cola/Pepsico brands."
Nvidia,Computer technology company,"Nvidia is building a supercomputer for Israel, which will undoubtedly be used to continue its oppression of Palestinians and enforce their apartheid.",https://www.reuters.com/technology/nvidia-build-israeli-supercomputer-ai-demand-soars-2023-05-29,"Dont use Nvidia products. Don't work for Nvidia. If you are a company decision maker, find alternatives to Nvidia products.",AMD.
NYX Professional Makeup,"Professional makeup brand, owned by L'Oreal.","NYX Professional is a brand owned by L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy NYX Professional products. Don't sell NYX Professional products. Don't work for L'Oreal Groupe.,Lush cosmetics.
Oasis,Soft drink brand owned by the Coca Cola company.,"Coca-Cola Company which owns Oasis, operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,Dont buy Oasis. Don't sell Oasis. Don't work for the Coca-Cola Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Saka water (from Turkiye). Barr Drinks (owner of Irn Bru)."
Olay,Hair care brand.,"Olay is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy olay products. Don't sell olay products. Don't work for olay.,Lush cosmetics.
Old Spice,Perfume for men.,"Old Spice is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Old Spice products. Don't sell Old Spice products. Don't work for Old Spice.,Unbranded oil based fragrances. Lush cosmetics. Sunnamusk.
Opentable,Opentable is a website owned by Booking Holdings.,"Booking.com, whos parent company Booking Holdings owns Opentable, allows listings in occupied Palestinian territory, and after initially deciding to add a label to properties which are in occupied territory, reversed that move under pressure from Israel.",https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy,Don't book on Opentable. Book directly with restaurants. They usually offer discounts and similar terms for direct bookings. Don't list your services on Opentable. Don't work for Booking Holdings.,Book directly with restaurants.
Oracle,Computer technology company,"Oracle donated money to israeli employees after the war started, with an additional 10,000 israeli shekels for employees who serve in the IDF.",https://www.calcalistech.com/ctechnews/article/bj8f1tfbt/,"Dont use Oracle products. Don't work for Oracle. If you are a company decision maker, find alternatives to Oracle products.",
Oral B,Dental products by P&G.,"Oral B is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Oral B products. Don't sell Oral B products. Don't work for Oral B.,Supermarket own brand products.
Outbrain,Outbrain is an advertising company which serves ads in 'Around the Web' and 'Recommended For You' boxes at the bottom of many online news articles ,"Outbrain's CEO, Yaron Galai, is a staunch zionist who supports IDF action against innocent Palestinians.",https://twitter.com/yarongalai,Don't click on ads on sites that operate Outbrain (or Taboola). Don't serve ads by Outbrain (or Taboola). Don't advertise through Outbrain (or Taboola).,MuslimAdNetwork.com.
Pampers,Babies nappy/diaper brand.,"Pampers are made in factories on occupied territory, and is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Pampers products. Don't sell Pampers products. Don't work for Pampers.,Supermarket own brand products.
Pantene,Hair care brand.,"Pantene is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Pantene products. Don't sell Pantene products. Don't work for Pantene.,Supermarket own brand products.
Pepsi,Soft drinks manufacterer,PepsiCo owns SodaStream and 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.,https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy PepsiCo products. Don't sell PepsiCo products. Don't work for the PepsiCo Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Barr Drinks (owner of Irn Bru)."
Perrier,Perrier is a sparkling water brand owned by Nestle.,"The owner of the Perrier brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Perrier products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products, eg. Aldi, Asda, Lidl."
Persil,Laundry detergent range.,"Persil licence is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Persil products. Don't sell Persil products. Don't work for Unilever.,"Supermarket own brand products. Eg. Aldi, Lidl."
Pizza Hut,International fast food chain,Parent company Yum Brands is an investor in Israeli start ups.,"https://www.calcalistech.com/ctech/articles/0,7340,L-3901254,00.html",Dont eat food from Pizza Hut restaurants. Dont work in Pizza Hut restaurants.,Eat at local family owned businesses.
Popeyes,International fast food chain,"Popeyes is the sister company of Burger King, which supports IDF by providing free food and drinks to Israeli militants. See their instagram post (click translate) for reference.",https://www.instagram.com/p/CyORRWHIqeH/,Dont eat at Popeyes. Don't work for Popeyes.,Eat at local family owned businesses.
Power Action,Household cleaning products.,Power Action wipes and other products are made in Occupied Palestine.,https://home.bargains/brand/poweraction/power-action,Don't buy Power Action products. Don't sell Power Action products. Pressure Home Bargains to stop stocking Power Action products.,"Supermarket own brand alternatives, eg. Aldi, Lidl."
Powerade,Sports energy drink brand owned by the Coca Cola company.,"Coca-Cola Company which owns Powerade, operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,Dont buy Powerade. Don't sell Powerade. Don't work for the Coca-Cola Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Barr Drinks (owner of Irn Bru)."
Prada Beauty,Partnership between fashion house Prada and L'Oreal to produce their beauty range.,"Prada Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Prada Beauty products. Don't sell Prada Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.
Priceline,Priceline is a website owned by Booking Holdings.,"Booking.com, whos parent company Booking Holdings owns Priceline, allows listings in occupied Palestinian territory, and after initially deciding to add a label to properties which are in occupied territory, reversed that move under pressure from Israel.",https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy,Don't book on Priceline. Book directly with businesses. They usually offer discounts and similar terms for direct bookings. Don't list your services on Priceline. Don't work for Booking Holdings.,halalbooking.com.
Procter & Gamble,American multinational consumer goods corporation.,"Procter and Gamble opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy P&G products. Don't sell P&G products. Don't work for P&G.,"Supermarket own brand products. Eg. Aldi, Lidl."
Puma,Puma is a German sportswear manufacturer and retailer sponsors athletes and teams in various sports.,"Puma is the main sponsor of the Israel Football Association (IFA), which includes teams in Israel’s illegal settlements on occupied Palestinian land.",https://thisispuma.com/,Don't buy Puma products until they stop sponsoring IFA and Israeli teams opperating in illegal settlements. Don't work for Puma.,Any other sports brand which does not sponsor israeli teams in occupied territories.
Pure Life,Pure Life is a water brand owned by Nestle.,"The owner of the Pure Life brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Pure Life products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Saka water (from Turkiye)."
Purina,Purina is a pet food brand owned by Nestle.,"The owner of the Purina brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Purina products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl."
Quaker Oats,Porridge oats brand owned by PepsiCo,"The owner of Quaker Oats, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Quaker Oats products. Don't sell Quaker Oats products. Don't work for the PepsiCo Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl."
Quality Street,Quality Street is a confectionary brand owned by Nestle.,"The owner of the Quality Street brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Quality Street products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl."
Ralph Lauren Frangrances,Partnership between fashion house Ralph Lauren and L'Oreal to produce their frangrances range.,"Ralph Lauren Frangrances is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Ralph Lauren Frangrances products. Don't sell Ralph Lauren Frangrances products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Sunnamusk.
Raytheon,"RTX manufactures aircraft engines, avionics, aerostructures, cybersecurity solutions, guided missiles, air defense systems, satellites, and drones used in warefare around the world.",Supplies the IDF with the Iron Dome system. Enabling Israel to occupy Palestine with impunity and without fear of resistance.,https://www.rtx.com/raytheon/what-we-do/integrated-air-and-missile-defense/irondome,Don't work for Raytheon.,
RBS,Major retail and commercial bank based in Scotland.,RBS invests in companies selling arms and military equipment to Israel that have been used in the oppression of Palestinians,https://www.ethicalconsumer.org/money-finance/israel-deadly-investments,Don't bank with RBS. Close your RBS accounts. Don't use RBS lending options. Cancel your RBS credit cards. Don't work for RBS.,TSB Bank. Monzo Bank.
Rentalcars.com,Rentalcars.com is a website owned by Booking Holdings.,"Booking.com, whos parent company Booking Holdings owns Rentalcars.com, allows listings in occupied Palestinian territory, and after initially deciding to add a label to properties which are in occupied territory, reversed that move under pressure from Israel.",https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy,Don't rent from on Rentalcars.com. Book directly with businesses. They usually offer discounts and similar terms for direct bookings. Don't list your products on Rentalcars.com. Don't work for Booking Holdings.,Book directly with the hiring company.
Rexona,Personal healthcare brand.,"Rexona is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Rexona products. Don't sell Rexona products. Don't work for Unilever.,Unbranded oil based fragrances. Supermarket own brand products. Sunnamusk.
River Island,Clothing retail store,"The owners of River Island, Lewis family, also own the Isrotel hotal chain in Israel and have support and start many zionist initiatives, spearheaded by the now deceased David Lewis.",https://www.thejc.com/news/uk/river-island-founder-david-lewis-dies-at-87-1.26225,Dont buy River Island products. Don't work for River Island.,
Rockstar Energy,Energy drink brand owned by PepsiCo,"The owner of Rockstar Energy, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Rockstar Energy products. Don't sell Rockstar Energy products. Don't work for the PepsiCo Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Barr Drinks (owner of Irn Bru)."
S.Pellegrino,S.Pellegrino is a water brand owned by Nestle.,"The owner of the S.Pellegrino brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy S.Pellegrino products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Saka water (from Turkiye)."
Sabra,Nestle is the largest public food company in the world.,Osem is an israeli food manufacturer which operates in Occupied Palestine. Nestle owns a controlling stake in Osem.,https://en.wikipedia.org/wiki/Osem_(company),Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra Salads and others which can be found via the wikipedia page in the source.,"Supermarket own brand alternatives, eg. Aldi, Lidl."
Sadaf Foods,Sadaf is a food exporter and wholesaler,Sadaf Foods sources produce from Occupied Palestine.,https://boycottsadaf.com/why-boycott-sadaf/,Don't buy Sadaf products. Don't sell Sadaf products. Tell your local store to stop selling Sadaf products.,"Supermarket own brand products. Eg. Aldi, Lidl."
SAP,Computer technology company,"SAP donated money to israeli employees after the war started, with an additional 6,500 israeli shekels for each family member of the employee.",https://www.timesofisrael.com/multinational-tech-firms-from-sap-to-intel-to-give-israeli-workers-wartime-grant,"Dont use SAP products. Don't work for SAP. If you are a company decision maker, find alternatives to SAP products.",
Schweppes,Soft drink brand owned by the Coca Cola company.,"Coca-Cola Company which owns Schweppes, operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,Dont buy Schweppes. Don't sell Schweppes. Don't work for the Coca-Cola Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Barr Drinks (owner of Irn Bru)."
Scotia Bank,Canadian multinational banking and financial services company,"Scotiabank’s asset fund put $500 million into Elbit Systems Ltd, the Israeli weapons manufacturer.",https://mondoweiss.net/2023/06/canadas-scotiabank-is-funding-israeli-war-crimes/,Dont bank with Scotia Bank. Don't work for Scotia Bank. Don't invest with Scotia Bank.,
Sephora,"A beauty retailer owned by Bernard Arnaults company, LVMH","The owner of Sephora, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy from Sephora products. Don't sell your beauty brand with Sephora. Don't work for Sephora or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.
Seven Seas,"Vitamins, minerals, and supplement products.","Seven Seas is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Seven Seas products. Don't sell Seven Seas products. Don't work for Seven Seas.,Supermarket own brand products.
Shredded Wheat,Shredded Wheat is a breakfast cereal owned by Nestle.,"The owner of the Shredded Wheat brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Shredded Wheat products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl."
Shreddies,Shreddies is a breakfast cereal owned by Nestle.,"The owner of the Shreddies brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Shreddies products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand alternatives, eg. Aldi, Lidl, Asda."
STELLA by Stella McCartney,"A cosmetics brand owned by Bernard Arnaults company, LVMH","The owner of STELLA by Stella McCartney's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy STELLA by Stella McCartney products. Don't sell STELLA by Stella McCartney products. Don't work for STELLA by Stella McCartney or LVMH.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.
eToro,eToro is a social trading and multi-asset investment company based in Israel.,Yoni Assia is the CEO of eToro and is a staunch zionist who supports the IDF.,https://twitter.com/yoniassia,Don't use eToro to trade stocks. Don't work for eToro.,
Skechers,Footwear brand focussing on sneakers.,"Michael S Greenberg, the president of Skechers, is a zionist who has posted pro israel content on his instagram.",https://www.instagram.com/p/CzMMTQgLu9Q/,Don't buy Skechers products. Don't sell Skechers products. Don't work for Skechers Groupe.,Other brand trainers/sneakers.
Skims,Shapewear brand by Kim Kardashian,"Kim Kardashian has shared a message to her 'Jewish friends' condemning the October 7th operation, but has not condemned israel for its genocide of Gaza. ",https://www.instagram.com/p/CyRnmHgvhgv/,Don't buy Skims products. Don't sell Skims products. Don't work for Skims.,"Many non Kim related shapewear brands, also many non branded."
Smarties,Smarties is a chocolate snack owned by Nestle.,"The owner of the Smarties brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Smarties products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl."
SodaStream,Israel-based consumer home carbonation brand.,"SodaStream is an Israeli company which manufactured its products in Occupied Palestine. Now owned by Pepsico after a $3.2b acquisition. It since moved its factory from the West Bank to main Israel, however is still subject to boycott for its firing of 60 Palestinian workers and dark history.",https://bdsmovement.net/news/%E2%80%9Csodastream-still-subject-boycott%E2%80%9D,Dont buy Sodastream devices. Don't sell Sodastream devices.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Saka water (from Turkiye). Barr Drinks (owner of Irn Bru)."
Sprite,Soft drink brand owned by the Coca Cola company.,"Coca-Cola Company which owns Appletiser, operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,Dont buy Appletiser. Don't sell Appletiser. Don't work for the Coca-Cola Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Barr Drinks (owner of Irn Bru)."
